Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Region,IncomeGroup,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,SpecialNotes
Sudan,SDN,Sub-Saharan Africa,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,49387.29,50231.92,53840.24,55762.32,60414.97,61389.32,63872.06,67111.79,70281.37,73122.58,77894.01,74146.54,79275.11,81152.1,84135.86,88662.51,88798.82,93668.68,93913.93,95839.32,93909.64,97125.97,98236.13,98443.76,99529.04,102874.7,106117,105508.9,106250.1,106061.7,,,,
Senegal,SEN,East Asia & Pacific,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,12683.14,12975.22,13418.55,13665.28,13992.69,14269.4,15027.61,15233.79,15480.76,16696.25,17764.69,17535.94,17000,16299.28,18388.5,19074.48,19449.43,19591.67,20528.69,21030.53,22097.21,23086,22607.01,23800.35,24380.44,25304.4,27407.24,27575.16,27965.68,29234.74,,,,Fiscal year end: March 31; reporting period for national accounts data: CY.
Singapore,SGP,East Asia & Pacific,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,30907.34,34053.8,36684.18,43142.42,46667.14,47979.39,49369.62,49457.67,48800.58,50017.87,54866.59,54792.21,54051.54,50935.25,52411.34,49687.35,50125.01,51384.15,51676.59,52215.14,55953.36,59013.69,58608.78,59504.91,60657.52,62379.85,63779.99,67559.99,66524.37,67231.75,,,,
Solomon Islands,SLB,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,382.986,397.705,412.263,427.665,445.356,458.204,475.162,490.141,504.049,521.295,538.455,553.88,573.413,593.055,641.882,681.445,689.502,699.182,698.063,716.498,735.878,764.359,781.385,834.012,804.289,788.267,861.255,886.48,915.951,944.941,,,,
Sierra Leone,SLE,Latin America & Caribbean,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,3576.088,3573.191,3570.033,3657.061,3643.756,3425.861,2700.158,2621.066,2573.733,2373.195,2441.206,3109.667,3487.538,4330.121,4731.048,4737.898,6134.619,5456.908,4724.642,5046.993,4800.663,5423.558,6527.587,6486.068,6966.793,6778.97,6888.582,6727.906,6340.321,6075.532,,,,
El Salvador,SLV,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,6857.311,7644.374,8018.89,8495.102,9107.925,9377.473,9324.392,10188.04,10300.39,10509.26,10116.53,10759.79,10998.62,11571.98,11924.53,12313.42,12797.45,13369.65,12813.46,12437.64,12188.35,12098.15,12254.75,11477.78,11777.42,12222.44,12249.63,11481.3,11825.42,12823.11,,,,
San Marino,SMR,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1977-2017. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Somalia,SOM,Europe & Central Asia,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,24538.95,21651.96,19705.64,21684.16,23628.32,24286.26,24725.29,25115.47,24958.54,25025.6,25196.81,25743.12,26139.98,26365.04,26665.88,27109.09,25838.12,24734.03,24760.96,24788.16,24991.7,25151.81,25446.31,25570.43,25705.55,25765.21,25660.5,25491.78,25449.33,25154.7,,,,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised."
Serbia,SRB,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,82470.6,72000.13,65767.57,60433.6,56481.85,62973.87,70336.22,75346.05,74961.09,57815.65,60567.74,61745.61,65111.59,68322.45,73550.06,67014.33,69221.61,68138.23,65919.61,63457.31,62994.76,67306.47,62462.24,63190.12,55176.58,61496.65,62958.96,63350.92,61589.72,61929.85,,,,
Sub-Saharan Africa (excluding high income),SSA,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1205106.241,1245618.693,1272999.01,1285444.468,1363056.592,1399194.085,1443854.551,1469432.214,1505216.919,1487732.507,1515021.311,1557118.467,1593378.3,1667072.283,1715798.847,1765715.605,1760276.74,1817306.394,1890398.684,1864018.38,1963002.918,1986193.379,2009673.77,2060869.436,2108710.087,2117357.143,2166697.072,2191218.595,2219729.271,2260259.905,,,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
South Sudan,SSD,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,29018.64,29892.54,32322.67,34242.76,36245.81,36959.12,40246.81,43309.08,47118.85,49925.95,54120.56,52213.06,56113.53,58799.86,61262.67,64448.25,63759.13,67534.13,68551.97,70720,69975.7,66419.69,52163.45,52769.77,54851.44,55739.45,56622.66,54442.61,57315.36,50910.61,,,,Sub-Saharan Africa regional aggregate (includes all income levels).
Sub-Saharan Africa,SSF,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1205324.231,1245860.368,1273242.541,1285701.709,1363334.918,1399470.661,1444168.82,1469790.249,1505594.728,1488128.028,1515404.143,1557530.841,1593821.497,1667507.503,1716275.851,1766193.562,1760765.273,1817814.257,1890922.409,1864575.256,1963558.267,1986719.975,2010223.167,2061413.376,2109311.431,2118008.934,2167419.158,2191951.005,2220468.723,2261036.294,,,,Small states (members of the Small States Forum) aggregate.
Small states,SST,Sub-Saharan Africa,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,183105.686,193058.693,192521.98,187555.625,188343.061,190222.812,198200.055,206799.073,212234.213,216100.155,216620.928,225974.896,232468.587,243245.643,251949.849,264037.446,283867.115,294047.164,307963.817,307785.305,326116.606,346925.998,345777.715,344696.015,350773.652,349041.251,350283.563,355105.535,353350.37,354534.36,,,,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD)
Sao Tome and Principe,STP,Latin America & Caribbean,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,59.976,60.734,59.145,59.625,61.682,62.877,63.436,63.906,67.665,68.207,71.58,72.6,78.697,87.283,95.789,101.549,103.384,104.495,112.067,118.486,127.475,126.194,146.614,151.451,150.785,155.868,162.251,170.087,173.478,182.262,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1989-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Suriname,SUR,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2863.199,3220.654,3324.047,3270.44,3307.257,3362.762,3397.686,3373.685,3374.904,3412.133,2717.274,2800.874,2259.623,2452.354,2656.946,2850.754,2798.467,2690.146,2877.169,3011.858,3349.702,3605.71,4087.255,3934.231,4350.364,4452.5,4715.007,4262.66,3905.811,4459.235,,,,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovak Republic,SVK,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,66672.25,58593.8,56065.65,53432.37,50758.29,51330,51342.16,51206.63,50060.23,48607.34,45987,46593.3,46147.96,46404.71,45715.98,46538.93,46100.93,45144.8,45176.07,41534.38,43067.12,41561.61,39202.97,39862.56,37213.68,37645.32,38501.22,40430.69,39877.9,38063.21,,,,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovenia,SVN,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,17299.07,16295.13,16009.85,16745.67,16803.32,17630.46,18431.9,18899.17,18638.01,17943.57,17745.91,18710.39,18791.87,18753.74,18964.71,19215.14,19547.72,19521.05,20492.08,18514.22,18809.15,18747.67,18135.59,17509.36,16006.46,16104.64,16919.22,17100.32,16970.62,16463.32,,,,Fiscal year end: June 30; reporting period for national accounts data: CY.
Sweden,SWE,Sub-Saharan Africa,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,68648.49,69252.66,71829.15,71793.5,73624.11,73209.59,78802.69,72599.16,73395.31,72052,67956.97,66821.17,68181.59,69174.55,67685.51,63966.78,62442.43,60350.43,59145.07,55175.72,60703.01,56861.16,54047.72,52261.85,50893.98,50853.62,50388.82,49993.65,47188.48,46188.53,,,,Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.
Eswatini,SWZ,Latin America & Caribbean,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2155.965,2209.805,2277.977,2103.871,2162.129,2208.831,2082.934,2238.331,2278.592,2334.581,2370.627,2191.669,2254.533,2351.161,2366.86,2430.667,2320.933,2379.869,2305.576,2322.587,2333.387,2340.451,2389.264,2467.293,2475.256,2461.925,2541.531,2627.444,2677.81,2788.727,,,,
Sint Maarten (Dutch part),SXM,Sub-Saharan Africa,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Middle East & North Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,217.99,241.675,243.531,257.241,278.326,276.576,314.269,358.035,377.809,395.521,382.832,412.374,443.197,435.22,477.004,477.957,488.533,507.863,523.725,556.876,555.349,526.596,549.397,543.94,601.344,651.791,722.086,732.41,739.452,776.389,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2011-2017. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Syrian Arab Republic,SYR,Latin America & Caribbean,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,65023.88,73259.19,76941.4,79661.66,82966.37,86549.74,88999.73,89969.55,93849.87,93227.62,93303.58,92511.8,93844.71,94002.81,89294.55,99723.68,102341.1,105316.2,105871.6,102217.8,103367.7,97328.69,77986.25,54734,49008.53,46938.57,47450.08,51387.96,48251.7,48478.95,,,,
Turks and Caicos Islands,TCA,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,15414.2,21825.66,22703.01,23700.43,24673.45,25706.78,28700.88,29301.49,30131.43,32137.83,34765.42,33111.21,37186.88,36483.89,40086.89,42291.17,43386.2,45520.61,46934.12,48153.19,51476.21,53992.38,57471.6,60093.44,62755.65,68120.83,72233.02,74242.32,78834.75,81648.97,,,,East Asia & Pacific (IDA & IBRD countries) aggregate.
East Asia & Pacific (IDA & IBRD countries),TEA,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,4244950.804,4440586.382,4612017.59,4894085.08,5109931.913,5601293.009,5694028.034,5747014.884,5855877.333,5844777.053,6067832.312,6294081.993,6637535.224,7349605.865,8203763.98,9000564.621,9720333.13600001,10396576.206,10678283.129,11275209.191,12194224.31,13150708.254,13483415.156,14004045.526,14151860.315,14107299.925,14129893.96,14456062.963,15048793.103,15420145.514,,,,Europe & Central Asia (IDA & IBRD countries) aggregate.
Europe & Central Asia (IDA & IBRD countries),TEC,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,5908181.916,5701351.476,5334043.684,4960018.251,4515181.567,4386074.152,4277493.613,4077323.656,4015977.944,3990440.962,4069832.002,4066615.711,4108847.742,4266155.03,4278137.064,4315455.189,4449873.063,4519355.396,4566512.925,4256029.301,4442977.334,4628195.38,4590644.034,4539754.522,4440422.851,4375316.725,4440953.196,4543287.538,4657102.795,4676490.474,,,,
Togo,TGO,East Asia & Pacific,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,3563.386,3395.438,3091.628,2965.866,3240.485,3202.244,3725.131,3458.056,4313.022,4622.305,4388.159,4107.367,4551.174,5163.827,4887.698,5756.546,5199.343,4901.145,5240.841,6731.927,6562.309,7048.416,6596.807,6485.138,6230.892,6975.358,7385.409,7264.602,7605.567,7886.352,,,,Fiscal year end: September 30; reporting period for national accounts data: CY.
Thailand,THA,Europe & Central Asia,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,158687.4,170511.9,182369.5,198427.1,213391.7,232026.1,253035,259825.5,238003.9,249309,250962.2,261704.8,272961.4,285615.9,304250.9,313508.6,317419.6,328689.7,333247,330724,350961.4,352232.1,373845.3,385944.7,379979.4,385005.7,395335.4,402247,407141.1,422086.6,,,,
Tajikistan,TJK,Europe & Central Asia,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,17866.62,16973.26,13948.69,11085.08,8578.403,7964.317,7314.632,7551.099,7473.512,6984.97,6617.471,6635.253,6670.936,6823.689,7371.928,7439.92,7930.139,8645.112,9021.628,8699.999,8792.344,9063.632,9857.954,10279.99,11819.94,12418.63,13854.79,15256.51,16624.24,17506.19,,,,
Turkmenistan,TKM,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,111386.6,103321.9,72902.88,79656.96,72476.37,73248.71,69434.4,59665.76,60892.68,74692.17,88760.27,89663.32,94040.6,106023.3,112828.5,115757.7,117539.1,126568.8,131903.8,105037,116783.8,136682.1,144422.3,151152.8,151333.6,155077.1,152935,152505.5,154969,157330.4,,,,Latin America & the Caribbean (IDA & IBRD countries) aggregate.
Latin America & the Caribbean (IDA & IBRD countries),TLA,East Asia & Pacific,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1953986.153,2010686.505,2047944.492,2093719.938,2156354.432,2203319.544,2272333.155,2367615.959,2435925.883,2426464.181,2486746.765,2522802.3,2560075.217,2622439.367,2731497.594,2798845.747,2850985.501,2920702.498,2969186.497,2922306.419,3063859.327,3136198.421,3234683.639,3283151.14,3316149.118,3310459.777,3281874.229,3261303.923,3198034.635,3188946.552,,,,
Timor-Leste,TLS,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,447.41,519.637,519.543,550.036,629.815,649.314,674.432,672.067,700.738,586.673,656.976,1715.989,2761.805,3627.928,4411.862,5399.924,5748.505,6044.161,6409.912,6729.408,7040.245,6927.683,6909.821,6888.484,6851.37,6796.213,6639.998,6342.561,6093.993,5905.827,,,,Middle East & North Africa (IDA & IBRD countries) aggregate.
Middle East & North Africa (IDA & IBRD countries),TMN,East Asia & Pacific,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,954823.118,954576.088,1007121.627,1071941.878,1146119.96,1187616.289,1220386.815,1281099.978,1289584.337,1335065.309,1397951.87,1433502.841,1449018.488,1490518.322,1573060.973,1663218.506,1734693.763,1788316.358,1841417.317,1886298.508,1926812.44,1900143.408,1999984.464,2005843.507,2036623.421,2037438.383,2102092.775,2200692.756,2246030.05,2256584.569,,,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
Tonga,TON,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,249.724,263.119,250.149,259.19,263.453,259.09,235.058,241.448,235.584,249.899,234.712,227.043,234.747,257.151,260.455,269.459,284.511,264.203,264.713,275.336,255.163,245.363,249.374,256.608,256.928,259.437,296.74,330.042,309.401,311.339,,,,South Asia (IDA & IBRD countries) aggregate.
South Asia (IDA & IBRD),TSA,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1531837.291,1589482.635,1626959.106,1672299.502,1727372.326,1810240.77,1870819.917,1938697.007,1971692.275,2066868.06,2108387.566,2137733.136,2169891.555,2224247.823,2331592.69,2422333.024,2543740.245,2709556.522,2825556.567,2986135.64,3105533.683,3238419.367,3398794.647,3478665.704,3682359.767,3730905.692,3803609.817,3978484.245,4129769.813,4156423.885,,,,Sub-Saharan Africa (IDA & IBRD countries) aggregate.
Sub-Saharan Africa (IDA & IBRD countries),TSS,Latin America & Caribbean,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1205324.231,1245860.368,1273242.541,1285701.709,1363334.918,1399470.661,1444168.82,1469790.249,1505594.728,1488128.028,1515404.143,1557530.841,1593821.497,1667507.503,1716275.851,1766193.562,1760765.273,1817814.257,1890922.409,1864575.256,1963558.267,1986719.975,2010223.167,2061413.376,2109311.431,2118008.934,2167419.158,2191951.005,2220468.723,2261036.294,,,,
Trinidad and Tobago,TTO,Middle East & North Africa,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,20086.7,20006.01,19935.96,15794.49,12376.39,11987.89,13060.56,13534.72,13951.6,14378.6,15192.11,16939.52,18600.82,22385.8,23439.11,25511.83,29053.69,29810.38,29476.22,28665.09,31447.24,32458.88,32018.83,32999.52,33026.97,32119.79,28518.25,28738.83,28688.27,28344.39,,,,
Tunisia,TUN,Europe & Central Asia,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,21249.42,22156.79,23482.4,23719.01,23442.99,23932.77,25320.25,25867.57,27259.15,28748.83,30039.54,30948.6,31076.52,30905.21,32168.85,32863.88,34013.88,35360.01,35900.1,36232,38675.36,37619.72,39293.74,39081.7,41424.35,41730.95,40937.84,41209.18,41391.63,41592.96,,,,
Turkiye,TUR,East Asia & Pacific,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,205439.3,207891.3,215378,221668.6,216832.3,231333.3,249038.9,258031,259245.7,259126,283075.6,261178.9,271454.7,282946.6,288963.7,301420.1,330635.1,360254.5,357384.7,360455.7,370445.2,393037.1,408590.2,399452.7,424701.3,432040.5,458996.4,500913.7,499294.1,488471.6,,,,
Tuvalu,TUV,Sub-Saharan Africa,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,16.955,18.013,18.705,18.817,19.648,20.272,18.339,19.479,22.514,19.356,19.791,21.775,21.308,20.79,21.377,22.06,24.64,26.756,22.309,23.557,22.815,23.288,23.033,22.179,23.639,21.729,23.103,24.783,25.564,25.873,,,,
Tanzania,TZA,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,39830.09,40110.93,40226.71,40849.25,41586.56,45755.12,43922.27,43541.93,47080.71,48106.85,46102.46,47500.26,52036.9,56576.17,56694.25,59998.97,57649.38,60055.57,62151.93,62776.84,66513.6,70003.14,73471.96,77090.41,78026.84,81713.19,81448.3,80551.89,81791.37,83998.3,,,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY). 	

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1960-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Uganda,UGA,Europe & Central Asia,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,14311.34,14966.69,15310.54,15643.11,15298.91,16082.14,16907.2,17941.03,19145.85,18533.42,18868.97,19218.32,20211.72,22172.61,22296.57,24266.47,22929.58,25539.89,32036.36,32817.79,34478.8,34468.42,36059.88,36012.24,37060.18,39033.57,40258.88,41268.59,42843.2,43294,,,,
Ukraine,UKR,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,824832.4,782495.1,692865.1,609386.6,519562.7,495957.5,435389.9,411367.4,383372.1,376874.9,365956.6,366972.7,371565.2,396459.4,370499.6,357352.9,364583.9,373764.2,362709.3,307537.7,327538.1,343288.3,335938.1,331255.5,297017.9,247548.5,259413.1,233339.1,244839.7,233264.2,,,,"Upper middle income group aggregate. Upper-middle-income economies are those in which 2021 GNI per capita was between $4,256 and $13,205."
Upper middle income,UMC,Latin America & Caribbean,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,9851039.438,9894055.102,9851459.757,9909245.882,9856623.895,10234285.473,10277460.334,10241418.777,10392095.606,10325435.426,10703316.605,10974023.111,11374154.683,12236131.146,13227761.223,14122296.669,14964396.485,15743131.778,16166689.277,16452066.276,17646856.805,18703543.937,19162173.642,19698652.24,19757903.147,19615657.725,19652417.621,20054712.422,20584061.656,20931273.009,,,,
Uruguay,URY,North America,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,28643.72,30254.95,31862.68,32397.33,32279.45,32473.87,33796.33,33506.92,33097.02,34155.51,32281.75,31904.1,32216.38,33100.8,35009.08,35180.92,37316.37,36276.87,38849.74,38403.77,36006.02,37556.47,38424.34,37431.85,36928.61,36763.09,37094.07,36334.46,36236.51,36117.1,,,,
United States,USA,Europe & Central Asia,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,5834140,5788891,5872939,5984362,6078515,6146508,6316455,6578053,6624455,6625276,6787484,6736026,6582638,6645615,6732264,6752838,6660821,6767466,6583848,6158401,6427134,6229603,6011118,6152163,6197425,6082160,5974204,5918762,6121633,6001209,,,,
Uzbekistan,UZB,Latin America & Caribbean,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,165194.9,166525.5,156034.1,158612.6,154796.8,143159.3,144459.7,148523.5,165394.9,165649.6,173027.6,175828.6,182178.5,174048.3,177740.5,172582.2,183310.5,178759.6,188057.6,175244.3,187123.8,190280.8,175024.2,173846.4,166110.9,161034.7,170891.6,176307.8,183812.6,188755.9,,,,
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,153.884,160.439,192.189,201.483,214.547,229.441,226.149,234.668,272.61,268.113,242.793,283.791,307.596,312.744,324.787,327.721,331.454,351.324,337.089,968.945,329.215,348.245,439.483,307.485,348.357,327.401,337.811,308.085,335.739,339.352,,,,
"Venezuela, RB",VEN,Latin America & Caribbean,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,251314.2,261251.8,263741.1,272584.9,276121.9,296428.1,318346.1,335112.2,340408.8,323220,336624,341783.6,337782.3,325241.8,341810.8,355561.4,354973.4,349887.9,362221.1,353626.1,360837.3,358117.7,394471,396491.8,393759.6,371124.8,349730.9,320696.3,293718.5,255744.5,,,,
British Virgin Islands,VGB,Latin America & Caribbean,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,East Asia & Pacific,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,East Asia & Pacific,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,73504.02,77227.87,79648.96,84905.2,89773.3,97283.67,105200.7,112967.2,122692.3,127356.6,134891.9,139347.4,152013.3,159717.3,179067.5,188437.3,193386.3,206661,217273.4,239548.9,257635,262230.2,263495.3,276184.6,291878.9,333640.4,334448.7,342086.8,398894.9,450149.3,,,,
Vanuatu,VUT,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,481.726,496.238,516.886,544.149,550.671,556.042,577.576,583.435,579.936,589.904,568.863,552.86,545.446,568.358,556.801,572.271,579.98,701.318,699.551,694.163,709.084,732.582,727.878,726.692,785.109,770.324,815.838,812.702,860.835,869.049,,,,World aggregate.
World,WLD,East Asia & Pacific,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,30614250,30761180,30678770,30819730,31105680,31890420,32467960,32855850,33088070,33282050,34164520,34545850,34986570,36258310,37746000,38937990,40066990,41387310,41706170,41264330,43387310,44637130,45164500,45850350,46143840,46085310,46264070,47031820,47980470,48116560,,,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
